timestamp,idx,path,c1,c2,c3,eb1_s,eb2_s,eb3_s,eb1_l,eb2_l,eb3_l
1613880479.496876,16,short_path,50342,26125,70385,870728475446.4287,137732207861.04477,49790892841.49233,20140376446.47579,3570416773.777104,1445257676.595972
1613880479.5111082,32,long_path,4121,3128,12684,870128127722.045,137889180609.53973,49487246836.59502,20140376446.47579,3570416773.777104,1445257676.595972
1613880479.586973,16,short_path,50349,26141,70402,870128127722.045,137889180609.53973,49487246836.59502,20089108368.67583,3526706723.7595124,1370579662.4243298
1613880479.600539,32,long_path,4146,3142,12703,870264154567.7438,138244804652.54877,49856994075.779175,20089108368.67583,3526706723.7595124,1370579662.4243298
1613880479.676118,16,short_path,50200,26136,70406,870264154567.7438,138244804652.54877,49856994075.779175,20072248654.746742,3478819339.4190917,1447980626.351974
1613880479.6915,32,long_path,4164,3128,12705,871084982655.4529,138028422726.09512,49447996556.159195,20072248654.746742,3478819339.4190917,1447980626.351974
1613880479.766749,16,short_path,50385,26159,70421,871084982655.4529,138028422726.09512,49447996556.159195,20089521782.240395,3518044020.31944,1398551177.1899915
1613880479.780826,32,long_path,4161,3125,12715,872442449010.5385,137718953159.15536,49797892777.23684,20089521782.240395,3518044020.31944,1398551177.1899915
1613880479.856805,16,short_path,50359,26140,70383,872442449010.5385,137718953159.15536,49797892777.23684,20135710917.466442,3544255559.9953136,1413258531.4060729
1613880479.8704388,32,long_path,4173,3130,12718,874046496547.2928,137957603821.27692,49713227976.17784,20135710917.466442,3544255559.9953136,1413258531.4060729
1613880479.942577,16,short_path,50328,26132,70368,874046496547.2928,137957603821.27692,49713227976.17784,20203412708.980034,3516057979.5771008,1427966087.6297457
1613880479.961452,32,long_path,4165,3145,12702,875355033181.1002,138170435458.6045,49421505817.27354,20203412708.980034,3516057979.5771008,1427966087.6297457
1613880480.036926,16,short_path,50338,26129,70368,875355033181.1002,138170435458.6045,49421505817.27354,20275124205.72046,3496704581.252832,1398475857.277564
1613880480.049393,32,long_path,3134,3134,12703,875934471190.9421,137954126749.08533,49960550102.92108,20275124205.72046,3496704581.252832,1398475857.277564
1613880480.125912,16,short_path,50329,26134,70381,875934471190.9421,137954126749.08533,49960550102.92108,20289217264.640995,3461431148.5237136,1385698901.0891535
1613880480.13999,32,long_path,4142,3137,12716,875562704159.6377,137642704949.0378,49354859031.36744,20289217264.640995,3461431148.5237136,1385698901.0891535
1613880480.2166889,16,short_path,50345,26133,70383,875562704159.6377,137642704949.0378,49354859031.36744,20253142564.741745,3473584846.46202,1431544190.4687297
1613880480.231613,32,long_path,4167,3128,12686,874271976810.8273,137826377646.2179,49867490508.88707,20253142564.741745,3473584846.46202,1431544190.4687297
1613880480.306813,16,short_path,50364,26140,70407,874271976810.8273,137826377646.2179,49867490508.88707,20224690531.872833,3538998904.075058,1412827030.1714945
1613880480.321296,32,long_path,4163,3132,12710,872385291968.288,138322323283.14087,49632773754.387886,20224690531.872833,3538998904.075058,1412827030.1714945
1613880480.396806,16,short_path,50376,26150,70422,872385291968.288,138322323283.14087,49632773754.387886,20204200735.754826,3532886858.6341815,1404670026.8292117
1613880480.411318,32,long_path,3143,3143,12713,870428385198.45,138281036381.3952,49580332829.70727,20204200735.754826,3532886858.6341815,1404670026.8292117
1613880480.486801,16,short_path,50270,26160,70453,870428385198.45,138281036381.3952,49580332829.70727,20145634318.668163,3463595133.3553095,1388547168.8553467
1613880480.5005991,32,long_path,4155,3140,12728,868926424271.4775,137752961679.87943,49912682237.51512,20145634318.668163,3463595133.3553095,1388547168.8553467
1613880480.5769851,16,short_path,50397,25992,70435,868926424271.4775,137752961679.87943,49912682237.51512,20061203934.67515,3470363689.543418,1428718150.1437972
1613880480.5913239,32,long_path,4132,3134,12734,868348031388.5803,137782460032.22482,49323712279.45108,20061203934.67515,3470363689.543418,1428718150.1437972
1613880480.663928,16,short_path,50371,26148,70411,868348031388.5803,137782460032.22482,49323712279.45108,20023851683.98321,3551664744.291864,1426234072.7245128
1613880480.680606,32,long_path,4167,3136,12652,869046344118.032,138415729160.02032,50055798312.238205,20023851683.98321,3551664744.291864,1426234072.7245128
1613880480.7567658,16,short_path,50443,26148,70402,869046344118.032,138415729160.02032,50055798312.238205,20033203021.73498,3535963265.918377,1381222390.8141234
1613880480.7863932,32,long_path,4226,3139,12730,871070309748.5052,138424188017.77176,49449578642.28566,20033203021.73498,3535963265.918377,1381222390.8141234
1613880480.843172,16,short_path,50201,26137,70206,871070309748.5052,138424188017.77176,49449578642.28566,20085599847.33681,3508454122.888221,1454345012.021098
1613880480.861263,32,long_path,4167,3134,12711,873732346623.6351,137358700927.93515,49470135141.42699,20085599847.33681,3508454122.888221,1454345012.021098
1613880480.936908,16,short_path,50378,26142,70408,873732346623.6351,137358700927.93515,49470135141.42699,20172684919.625107,3529198180.7404895,1391797875.125099
1613880480.950571,32,long_path,4189,3133,12712,876367673949.7545,137269690300.27042,49992358153.1797,20172684919.625107,3529198180.7404895,1391797875.125099
